#1:ID	#2:NameGroupA	#3:NameGroupB	#4:p.value	#5:FDR	#6:relationType	#7:PFC	#8:id.first	#9:id.second	#10:groupSize.first	#11:groupSize.second	#12:groupLinkDegree.first	#13:groupLinkDegree.second	#14:expectedLinks	#15:sharedOriglinks	#16:sharedRndlinks	#17:randMax
1019	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3667	0.160197	1.000000	-	0.995333	0	2965	46	7	4970	1256	9.510000	6	951	127
1021	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP367	0.000000	0.000000	+	0.998400	0	2968	46	5	4970	429	3.020000	20	302	53
1022	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3671	0.209087	1.000000	+	0.990500	0	2970	46	6	4970	120	0.850000	2	85	45
1023	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3672	0.007552	1.000000	+	0.996167	0	2971	46	5	4970	749	5.290000	12	529	58
1025	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3676	0.155447	1.000000	+	0.995000	0	2975	46	5	4970	103	0.700000	2	70	32
1026	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3677	0.006558	1.000000	+	0.996750	0	2976	46	6	4970	834	5.180000	12	518	95
1028	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP368	0.665958	1.000000	-	0.996000	0	2979	46	5	4970	143	1.190000	1	119	50
1031	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3687	0.000000	0.000007	+	0.995778	0	2987	46	6	4970	75	0.500000	9	50	26
1037	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3703	0.002661	1.000000	+	0.994500	0	3006	46	5	4970	203	1.360000	6	136	57
1041	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3710	0.007226	1.000000	-	0.999000	0	3014	46	5	4970	922	6.920000	1	692	78
1047	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3729	0.022614	1.000000	+	0.996667	0	3034	46	5	4970	83	0.600000	3	60	36
1048	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3732	0.042111	1.000000	+	0.997200	0	3038	46	5	4970	697	5.300000	10	530	68
1049	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3734	0.479541	1.000000	+	0.997000	0	3040	46	5	4970	1272	9.500000	10	950	81
1053	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3741	0.118542	1.000000	-	0.996000	0	3048	46	7	4970	676	5.050000	2	505	78
1056	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3749	0.041334	1.000000	-	0.998000	0	3056	46	5	4970	901	6.490000	2	649	54
1058	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3751	0.388459	1.000000	+	0.990000	0	3059	46	6	4970	68	0.490000	1	49	37
1073	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3792	0.012066	1.000000	+	0.997786	0	3104	46	5	4970	920	7.040000	14	704	58
1074	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3793	0.000000	0.000000	+	0.998190	0	3105	46	6	4970	190	1.500000	21	150	49
1080	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3802	0.027304	1.000000	-	0.995000	0	3116	46	5	4970	1037	7.030000	2	703	72
1082	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3806	0.245766	1.000000	+	0.995500	0	3120	46	5	4970	102	0.950000	2	95	34
1087	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3833	0.089324	1.000000	+	0.996889	0	3150	46	5	4970	753	5.330000	9	533	55
1088	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3834	0.004585	1.000000	+	0.996692	0	3151	46	5	4970	763	5.600000	13	560	61
1089	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3835	0.236121	1.000000	-	0.998333	0	3152	46	5	4970	697	5.190000	3	519	77
1091	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3837	0.265582	1.000000	+	0.997333	0	3154	46	5	4970	563	4.320000	6	432	78
1092	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3838	0.012278	1.000000	+	0.997000	0	3155	46	6	4970	262	1.880000	6	188	57
1101	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3858	0.056623	1.000000	+	0.997000	0	3177	46	6	4970	428	2.710000	6	271	58
1104	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3872	0.000001	0.003642	+	0.996909	0	3193	46	5	4970	211	1.640000	11	164	44
1108	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3883	0.489978	1.000000	+	0.997000	0	3205	46	5	4970	403	2.630000	3	263	59
1111	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3889	0.002647	1.000000	+	0.996500	0	3211	46	5	4970	633	4.620000	12	462	87
1116	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP39	0.205434	1.000000	+	0.995000	0	3223	46	5	4970	113	0.840000	2	84	33
1117	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3902	0.024711	1.000000	-	1.000000	0	3227	46	5	4970	773	5.530000	1	553	74
1119	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3907	0.464896	1.000000	-	0.999000	0	3232	46	5	4970	234	1.790000	1	179	52
1120	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3909	0.548284	1.000000	-	0.997000	0	3234	46	5	4970	290	2.480000	2	248	44
1123	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3914	0.225811	1.000000	-	0.992000	0	3240	46	5	4970	365	2.820000	1	282	75
1130	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3938	0.297442	1.000000	+	0.998500	0	3266	46	6	4970	133	1.090000	2	109	48
1131	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3941	0.009832	1.000000	-	0.996000	0	3270	46	6	4970	924	6.590000	1	659	75
1132	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3942	0.302696	1.000000	+	0.996400	0	3271	46	6	4970	507	3.650000	5	365	72
1139	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3966	0.412270	1.000000	+	0.995000	0	3297	46	6	4970	340	2.330000	3	233	55
1141	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP397	0.023338	1.000000	+	0.997625	0	3301	46	6	4970	519	3.430000	8	343	68
1142	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3971	0.266381	1.000000	+	0.996200	0	3303	46	6	4970	487	3.460000	5	346	98
1143	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3972	0.052384	1.000000	-	0.995000	0	3304	46	5	4970	632	4.650000	1	465	52
1145	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3974	0.533774	1.000000	-	0.997667	0	3306	46	6	4970	435	3.510000	3	351	80
1147	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP398	0.275754	1.000000	-	0.997000	0	3312	46	7	4970	635	4.910000	3	491	55
1148	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3980	0.181836	1.000000	+	0.999000	0	3313	46	5	4970	29	0.200000	1	20	15
1151	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3997	0.043408	1.000000	+	0.994750	0	3331	46	5	4970	506	3.890000	8	389	91
1154	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4006	0.001091	1.000000	+	0.997333	0	3343	46	5	4970	161	1.140000	6	114	41
1157	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4018	0.000000	0.000000	+	0.997448	0	3356	46	5	4970	512	4.090000	29	409	79
1162	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4030	0.031630	1.000000	-	0.997000	0	3370	46	5	4970	971	6.840000	2	684	73
1163	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4031	0.000756	1.000000	+	0.996500	0	3371	46	5	4970	388	2.890000	10	289	80
1165	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4034	0.000194	0.659294	-	0.998000	0	3374	46	5	4970	1470	10.800000	1	1080	78
1171	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4047	0.448892	1.000000	+	0.995250	0	3388	46	5	4970	466	3.430000	4	343	59
1176	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4056	0.038947	1.000000	+	0.998063	0	3398	46	5	4970	1267	9.810000	16	981	93
1177	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4058	0.006312	1.000000	+	0.998133	0	3400	46	5	4970	979	7.190000	15	719	89
1195	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4119	0.344897	1.000000	+	0.996000	0	3468	46	5	4970	157	1.220000	2	122	48
1196	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4121	0.166354	1.000000	-	0.994000	0	3471	46	5	4970	614	4.540000	2	454	45
1198	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4124	0.240179	1.000000	-	0.995000	0	3474	46	7	4970	399	2.740000	1	274	51
1203	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4132	0.592975	1.000000	-	0.997500	0	3483	46	5	4970	302	2.310000	2	231	50
1205	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4141	0.105948	1.000000	+	0.997917	0	3493	46	5	4970	1114	7.970000	12	797	79
1209	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4149	0.255005	1.000000	+	0.997667	0	3501	46	6	4970	2098	15.100000	18	1510	145
1213	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4157	0.384317	1.000000	+	0.990000	0	3510	46	5	4970	141	1.330000	2	133	55
1214	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4158	0.525178	1.000000	-	0.997500	0	3511	46	5	4970	378	2.570000	2	257	43
1219	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP418	0.094161	1.000000	+	0.994250	0	3535	46	6	4970	624	4.610000	8	461	94
1222	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4182	0.134942	1.000000	+	0.999500	0	3538	46	5	4970	262	1.960000	4	196	53
1223	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4184	0.522637	1.000000	-	0.996500	0	3540	46	5	4970	328	2.580000	2	258	71
1234	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4213	0.151455	1.000000	+	0.997294	0	3573	46	6	4970	1762	12.890000	17	1289	98
1235	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4216	0.558686	1.000000	-	0.995000	0	3576	46	5	4970	301	2.440000	2	244	57
1238	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4226	0.000376	1.000000	+	0.997889	0	3587	46	5	4970	293	2.160000	9	216	36
1246	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4242	0.007176	1.000000	+	0.997875	0	3605	46	6	4970	352	2.760000	8	276	63
1247	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4245	0.251352	1.000000	-	0.997333	0	3608	46	6	4970	676	5.080000	3	508	80
1248	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4247	0.002829	1.000000	-	0.998000	0	3610	46	5	4970	1061	7.950000	1	795	68
1257	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4273	0.119360	1.000000	-	0.996000	0	3639	46	7	4970	664	5.040000	2	504	108
1258	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP428	0.000001	0.003252	+	0.997739	0	3646	46	5	4970	957	7.090000	23	709	70
1259	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4280	0.286384	1.000000	+	0.992500	0	3647	46	5	4970	139	1.060000	2	106	51
1260	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4282	0.402730	1.000000	-	0.996000	0	3649	46	6	4970	1451	11.460000	10	1146	126
1262	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4287	0.000000	0.000120	+	0.998429	0	3654	46	5	4970	342	2.080000	14	208	49
1265	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4290	0.053107	1.000000	+	0.997000	0	3658	46	5	4970	205	1.400000	4	140	40
1267	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4296	0.163339	1.000000	+	0.998538	0	3664	46	5	4970	1280	9.550000	13	955	91
1277	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4314	0.527723	1.000000	-	0.995000	0	3685	46	5	4970	320	2.560000	2	256	47
1278	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4315	0.640481	1.000000	-	0.996667	0	3686	46	7	4970	401	3.030000	3	303	79
1279	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4322	0.498702	1.000000	-	0.999000	0	3694	46	5	4970	236	1.680000	1	168	41
1283	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4332	0.073016	1.000000	+	0.999000	0	3705	46	5	4970	978	7.450000	12	745	55
1289	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4349	0.640470	1.000000	-	0.993000	0	3723	46	5	4970	457	3.030000	3	303	55
1293	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4361	0.555137	1.000000	+	0.992333	0	3737	46	6	4970	354	2.900000	3	290	70
1298	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4379	0.049790	1.000000	-	0.995333	0	3756	46	5	4970	1023	7.680000	3	768	51
1299	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4380	0.524217	1.000000	-	0.994000	0	3758	46	5	4970	218	1.600000	1	160	58
1310	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4406	0.086398	1.000000	-	0.994000	0	3787	46	5	4970	778	5.490000	2	549	77
1311	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4413	0.034918	1.000000	-	0.994667	0	3795	46	5	4970	1192	8.190000	3	819	78
1315	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4420	0.414452	1.000000	+	0.994600	0	3803	46	5	4970	579	4.220000	5	422	58
1319	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4427	0.407607	1.000000	-	0.993000	0	3810	46	8	4970	242	1.990000	1	199	63
1322	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4431	0.183099	1.000000	+	0.996333	0	3815	46	5	4970	174	1.470000	3	147	65
1327	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4446	0.569248	1.000000	-	0.993500	0	3831	46	6	4970	273	2.400000	2	240	53
1328	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4447	0.495247	1.000000	-	0.999000	0	3832	46	6	4970	291	2.690000	2	269	80
1330	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4452	0.614468	1.000000	-	0.994500	0	3838	46	7	4970	352	2.230000	2	223	51
1331	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4453	0.484849	1.000000	+	0.996000	0	3839	46	5	4970	1178	9.540000	10	954	101
1337	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4468	0.400032	1.000000	+	0.996750	0	3855	46	5	4970	413	3.210000	4	321	72
1339	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4471	0.443901	1.000000	-	0.996750	0	3859	46	5	4970	714	4.970000	4	497	89
1340	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4475	0.063075	1.000000	+	0.995667	0	3863	46	5	4970	364	2.790000	6	279	69
1345	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4484	0.018376	1.000000	-	0.997667	0	3873	46	5	4970	1200	9.080000	3	908	58
1348	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP449	0.068669	1.000000	+	0.997750	0	3879	46	5	4970	184	1.530000	4	153	61
1353	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4509	0.182717	1.000000	-	0.990000	0	3901	46	5	4970	413	3.100000	1	310	53
1375	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4577	0.027179	1.000000	-	0.997000	0	3976	46	5	4970	764	5.420000	1	542	68
1377	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4581	0.191284	1.000000	-	0.999000	0	3981	46	5	4970	419	3.040000	1	304	45
1378	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4583	0.422936	1.000000	+	0.994000	0	3983	46	5	4970	362	2.370000	3	237	58
1380	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4592	0.122354	1.000000	-	0.995000	0	3993	46	6	4970	732	5.000000	2	500	43
1382	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4599	0.092333	1.000000	+	0.997000	0	4000	46	5	4970	305	2.380000	5	238	60
1385	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4602	0.233733	1.000000	+	0.997143	0	4005	46	7	4970	672	4.980000	7	498	78
1400	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4656	0.112728	1.000000	-	1.000000	0	4064	46	6	4970	599	3.720000	1	372	71
1402	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4662	0.191446	1.000000	-	0.995333	0	4071	46	5	4970	1237	9.110000	6	911	83
1406	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP467	0.492571	1.000000	-	0.993125	0	4079	46	5	4970	1228	8.710000	8	871	101
1408	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4671	0.468167	1.000000	+	0.996333	0	4081	46	6	4970	1241	8.430000	9	843	76
1409	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4673	0.000001	0.002116	+	0.997500	0	4083	46	5	4970	252	1.890000	12	189	58
1410	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4674	0.145039	1.000000	+	0.996000	0	4084	46	5	4970	94	0.670000	2	67	44
1415	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4688	0.007512	1.000000	+	0.997500	0	4099	46	5	4970	216	1.690000	6	169	52
1416	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4689	0.569253	1.000000	-	0.996000	0	4100	46	6	4970	345	2.400000	2	240	68
1417	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP469	0.350491	1.000000	+	0.996000	0	4101	46	5	4970	329	2.100000	3	210	37
1418	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4690	0.375742	1.000000	-	0.994000	0	4102	46	5	4970	263	2.110000	1	211	45
1421	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4698	0.203613	1.000000	-	0.996500	0	4110	46	5	4970	564	4.230000	2	423	74
1422	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4700	0.532441	1.000000	-	0.996778	0	4114	46	5	4970	1293	9.410000	9	941	111
1430	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4728	0.128751	1.000000	+	0.994667	0	4144	46	5	4970	192	1.240000	3	124	48
1436	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4743	0.582469	1.000000	+	0.992000	0	4161	46	6	4970	112	0.870000	1	87	51
1437	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP475	0.289148	1.000000	+	0.993000	0	4168	46	5	4970	45	0.340000	1	34	19
1440	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4758	0.440088	1.000000	+	0.993500	0	4177	46	5	4970	471	3.390000	4	339	52
1445	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4771	0.384281	1.000000	+	0.995500	0	4192	46	5	4970	151	1.330000	2	133	71
1447	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4774	0.488766	1.000000	-	0.999333	0	4195	46	5	4970	480	3.720000	3	372	77
1449	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4776	0.536658	1.000000	+	0.998375	0	4197	46	5	4970	1086	7.910000	8	791	70
1452	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4781	0.002256	1.000000	+	0.998444	0	4203	46	5	4970	412	2.800000	9	280	78
1454	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4784	0.370036	1.000000	+	0.994500	0	4206	46	5	4970	164	1.290000	2	129	60
1455	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4787	0.000022	0.076101	+	0.998043	0	4209	46	5	4970	1237	8.620000	23	862	105
1461	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4803	0.015713	1.000000	-	0.997625	0	4228	46	6	4970	2137	16.350000	8	1635	124
1465	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4810	0.300869	1.000000	-	0.996250	0	4236	46	5	4970	790	5.860000	4	586	84
1467	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4815	0.347534	1.000000	-	0.993000	0	4241	46	5	4970	417	3.350000	2	335	86
1472	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4825	0.203324	1.000000	+	0.995333	0	4252	46	5	4970	187	1.550000	3	155	59
1482	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4855	0.189662	1.000000	-	0.996500	0	4285	46	5	4970	560	4.340000	2	434	70
1488	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4868	0.412653	1.000000	+	0.992000	0	4299	46	5	4970	66	0.530000	1	53	32
1493	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4883	0.010341	1.000000	-	0.991000	0	4316	46	5	4970	859	6.520000	1	652	57
1496	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4890	0.018384	1.000000	+	0.996833	0	4324	46	6	4970	269	2.060000	6	206	95
1498	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4893	0.111053	1.000000	+	0.994500	0	4327	46	5	4970	198	1.820000	4	182	47
1500	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4896	0.013714	1.000000	-	0.998500	0	4330	46	5	4970	1027	7.900000	2	790	67
